,latitude,longitude,t2m,tp,swvl1
8512,1,1273,242.35753,0.00012752414,0.20702152
8513,1,1273,241.78737,4.68418e-05,0.20702152
8514,1,1273,242.15471,0.0,0.20702152
8515,1,1273,242.7192,1.3008714e-05,0.20702152
8516,1,1273,245.44087,5.2049756e-05,0.20702152
8517,1,1273,243.26949,0.0,0.20702152
8518,1,1274,241.5562,4.4241548e-05,0.20702152
8519,1,1274,242.35611,0.00012752414,0.20702152
8520,1,1274,241.78737,4.68418e-05,0.20702152
8521,1,1274,242.15329,0.0,0.20702152
8522,1,1274,242.71777,1.3008714e-05,0.20702152
8523,1,1274,245.43803,5.2049756e-05,0.20702152
8524,1,1274,243.26949,0.0,0.20702152
8525,1,1275,241.55336,4.4241548e-05,0.20699814
8526,1,1275,242.35327,0.00012752414,0.20699814
8527,1,1275,241.78453,4.68418e-05,0.20699814
8528,1,1275,242.15329,0.0,0.20699814
8529,1,1275,242.71777,1.3008714e-05,0.20699814
8530,1,1275,245.43803,5.2049756e-05,0.20699814
8531,1,1275,243.26665,0.0,0.20699814
8532,1,1276,241.55336,4.4241548e-05,0.20699814
8533,1,1276,242.35327,0.00012752414,0.20699814
8534,1,1276,241.78453,4.68418e-05,0.20699814
8535,1,1276,242.15045,0.0,0.20699814
8536,1,1276,242.71494,1.3008714e-05,0.20699814
8537,1,1276,245.43803,5.2049756e-05,0.20699814
8538,1,1276,243.26665,0.0,0.20699814
8539,1,1277,241.55194,4.4241548e-05,0.20698646
8540,1,1277,242.35185,0.00012752414,0.20698646
8541,1,1277,241.78453,4.68418e-05,0.20698646
8542,1,1277,242.15045,0.0,0.20698646
8543,1,1277,242.71352,1.3008714e-05,0.20698646
8544,1,1277,245.43803,5.2049756e-05,0.20698646
8545,1,1277,243.26665,0.0,0.20698646
8546,1,1278,241.55194,4.4241548e-05,0.20698646
8547,1,1278,242.35185,0.00012752414,0.20698646
8548,1,1278,241.78311,4.68418e-05,0.20698646
8549,1,1278,242.15045,0.0,0.20698646
8550,1,1278,242.71352,1.3008714e-05,0.20698646
8551,1,1278,245.43803,5.2049756e-05,0.20698646
8552,1,1278,243.26523,0.0,0.20698646
8553,1,1279,241.55194,4.4241548e-05,0.20697476
8554,1,1279,242.35043,0.00012752414,0.20697476
8555,1,1279,241.78311,4.68418e-05,0.20697476
8556,1,1279,242.14903,0.0,0.20697476
8557,1,1279,242.71068,1.3008714e-05,0.20697476
8558,1,1279,245.43803,5.465001e-05,0.20697476
8559,1,1279,243.26523,0.0,0.20697476
8560,1,1280,241.55052,4.4241548e-05,0.20697476
8561,1,1280,242.35043,0.00012752414,0.20697476
8562,1,1280,241.78311,4.68418e-05,0.20697476
8563,1,1280,242.14903,0.0,0.20697476
8564,1,1280,242.70926,1.3008714e-05,0.20697476
8565,1,1280,245.43803,5.465001e-05,0.20697476
8566,1,1280,243.26523,0.0,0.20697476
8567,1,1281,241.55052,4.4241548e-05,0.20695138
8568,1,1281,242.3476,0.00012752414,0.20695138
8569,1,1281,241.78311,4.68418e-05,0.20695138
8570,1,1281,242.14761,0.0,0.20695138
8571,1,1281,242.70926,1.3008714e-05,0.20695138
8572,1,1281,245.43803,5.465001e-05,0.20695138
8573,1,1281,243.26381,0.0,0.20695138
8574,1,1282,241.54768,4.4241548e-05,0.20695138
8575,1,1282,242.3476,0.00012752414,0.20695138
8576,1,1282,241.78171,4.68418e-05,0.20695138
8577,1,1282,242.14761,0.0,0.20695138
8578,1,1282,242.70784,1.3008714e-05,0.20695138
8579,1,1282,245.43803,5.465001e-05,0.20695138
8580,1,1282,243.26381,0.0,0.20695138
8581,1,1283,241.54768,4.4241548e-05,0.2069397
8582,1,1283,242.34618,0.00012752414,0.2069397
8583,1,1283,241.78171,4.68418e-05,0.2069397
8584,1,1283,242.14761,0.0,0.2069397
8585,1,1283,242.70784,1.3008714e-05,0.2069397
8586,1,1283,245.43803,5.465001e-05,0.2069397
8587,1,1283,243.26381,0.0,0.2069397
8588,1,1284,241.54768,4.4241548e-05,0.2069397
8589,1,1284,242.34476,0.00012752414,0.2069397
8590,1,1284,241.78171,4.68418e-05,0.2069397
8591,1,1284,242.14478,0.0,0.2069397
8592,1,1284,242.705,1.3008714e-05,0.2069397
8593,1,1284,245.43803,5.465001e-05,0.2069397
8594,1,1284,243.26097,0.0,0.2069397
8595,1,1285,241.54626,4.4241548e-05,0.206928
8596,1,1285,242.34476,0.00012752414,0.206928
8597,1,1285,241.77887,4.68418e-05,0.206928
8598,1,1285,242.14478,0.0,0.206928
8599,1,1285,242.70358,1.3008714e-05,0.206928
8600,1,1285,245.43661,5.465001e-05,0.206928
8601,1,1285,243.26097,0.0,0.206928
8602,1,1286,241.54626,4.4241548e-05,0.206928
8603,1,1286,242.34192,0.00012752414,0.206928
8604,1,1286,241.77887,4.68418e-05,0.206928
8605,1,1286,242.14478,0.0,0.206928
8606,1,1286,242.70358,1.3008714e-05,0.206928
8607,1,1286,245.43661,5.465001e-05,0.206928
8608,1,1286,243.26097,0.0,0.206928
8609,1,1287,241.54485,4.4241548e-05,0.20690463
8610,1,1287,242.34192,0.00012752414,0.20690463
8611,1,1287,241.77887,4.68418e-05,0.20690463
8612,1,1287,242.14336,0.0,0.20690463
8613,1,1287,242.70216,1.3008714e-05,0.20690463
8614,1,1287,245.43661,5.465001e-05,0.20690463
8615,1,1287,243.25955,0.0,0.20690463
8616,1,1288,241.54485,4.4241548e-05,0.20690463
8617,1,1288,242.3405,0.00012752414,0.20690463
8618,1,1288,241.77887,4.68418e-05,0.20690463
8619,1,1288,242.14336,0.0,0.20690463
8620,1,1288,242.69933,1.3008714e-05,0.20690463
8621,1,1288,245.43661,5.465001e-05,0.20690463
8622,1,1288,243.25955,0.0,0.20690463
8623,1,1289,241.54485,4.4241548e-05,0.20689294
8624,1,1289,242.3405,0.00012752414,0.20689294
8625,1,1289,241.77745,4.68418e-05,0.20689294
8626,1,1289,242.14194,0.0,0.20689294
8627,1,1289,242.69933,1.3008714e-05,0.20689294
8628,1,1289,245.43661,5.465001e-05,0.20689294
8629,1,1289,243.25955,0.0,0.20689294
8630,1,1290,241.542,4.4241548e-05,0.20689294
8631,1,1290,242.33766,0.00012752414,0.20689294
8632,1,1290,241.77745,4.68418e-05,0.20689294
8633,1,1290,242.14194,0.0,0.20689294
8634,1,1290,242.6979,1.3008714e-05,0.20689294
8635,1,1290,245.43661,5.465001e-05,0.20689294
8636,1,1290,243.25813,0.0,0.20689294
8637,1,1291,241.542,4.4241548e-05,0.20688125
8638,1,1291,242.33766,0.00012752414,0.20688125
8639,1,1291,241.77745,4.68418e-05,0.20688125
8640,1,1291,242.14194,0.0,0.20688125
8641,1,1291,242.6979,1.3008714e-05,0.20688125
8642,1,1291,245.43661,5.465001e-05,0.20688125
8643,1,1291,243.25813,0.0,0.20688125
8644,1,1292,241.54059,4.4241548e-05,0.20688125
8645,1,1292,242.33624,0.00012752414,0.20688125
8646,1,1292,241.77461,4.68418e-05,0.20688125
8647,1,1292,242.13911,0.0,0.20688125
8648,1,1292,242.69507,1.3008714e-05,0.20688125
8649,1,1292,245.43661,5.465001e-05,0.20688125
8650,1,1292,243.25813,0.0,0.20688125
8651,1,1293,241.54059,4.4241548e-05,0.20685787
8652,1,1293,242.33484,0.00012752414,0.20685787
8653,1,1293,241.77461,4.68418e-05,0.20685787
8654,1,1293,242.13911,0.0,0.20685787
8655,1,1293,242.69366,1.3008714e-05,0.20685787
8656,1,1293,245.43661,5.465001e-05,0.20685787
8657,1,1293,243.2553,0.0,0.20685787
8658,1,1294,241.54059,4.4241548e-05,0.20684618
8659,1,1294,242.33484,0.00012752414,0.20684618
8660,1,1294,241.77461,4.68418e-05,0.20684618
8661,1,1294,242.1377,0.0,0.20684618
8662,1,1294,242.69366,1.3008714e-05,0.20684618
8663,1,1294,245.43661,5.465001e-05,0.20684618
8664,1,1294,243.2553,0.0,0.20684618
8665,1,1295,241.53775,4.4241548e-05,0.20684618
8666,1,1295,242.332,0.00012752414,0.20684618
8667,1,1295,241.7732,4.68418e-05,0.20684618
8668,1,1295,242.1377,0.0,0.20684618
8669,1,1295,242.69225,1.3008714e-05,0.20684618
8670,1,1295,245.4352,5.465001e-05,0.20684618
8671,1,1295,243.2553,0.0,0.20684618
8672,1,1296,241.53775,4.4241548e-05,0.2068345
8673,1,1296,242.332,0.00012752414,0.2068345
8674,1,1296,241.7732,4.68418e-05,0.2068345
8675,1,1296,242.1377,0.0,0.2068345
8676,1,1296,242.6894,1.3008714e-05,0.2068345
8677,1,1296,245.4352,5.465001e-05,0.2068345
8678,1,1296,243.25388,0.0,0.2068345
8679,1,1297,241.53633,4.4241548e-05,0.2068345
8680,1,1297,242.33058,0.00012752414,0.2068345
8681,1,1297,241.7732,4.68418e-05,0.2068345
8682,1,1297,242.13486,0.0,0.2068345
8683,1,1297,242.6894,1.3008714e-05,0.2068345
8684,1,1297,245.4352,5.465001e-05,0.2068345
8685,1,1297,243.25388,0.0,0.2068345
8686,1,1298,241.53633,4.4241548e-05,0.20682281
8687,1,1298,242.33058,0.00012752414,0.20682281
8688,1,1298,241.7732,4.68418e-05,0.20682281
8689,1,1298,242.13486,0.0,0.20682281
8690,1,1298,242.68799,1.3008714e-05,0.20682281
8691,1,1298,245.4352,5.465001e-05,0.20682281
8692,1,1298,243.25388,0.0,0.20682281
8693,1,1299,241.53633,4.4241548e-05,0.20682281
8694,1,1299,242.32916,0.00013013184,0.20682281
8695,1,1299,241.77177,4.68418e-05,0.20682281
8696,1,1299,242.13486,0.0,0.20682281
8697,1,1299,242.68799,1.3008714e-05,0.20682281
8698,1,1299,245.4352,5.465001e-05,0.20682281
8699,1,1299,243.25104,0.0,0.20682281
8700,1,1300,241.53491,4.4241548e-05,0.20679943
8701,1,1300,242.32916,0.00013013184,0.20679943
8702,1,1300,241.77177,4.68418e-05,0.20679943
8703,1,1300,242.13344,0.0,0.20679943
8704,1,1300,242.68657,1.3008714e-05,0.20679943
8705,1,1300,245.4352,5.465001e-05,0.20679943
8706,1,1300,243.25104,0.0,0.20679943
8707,1,1301,241.53491,4.4241548e-05,0.20679943
8708,1,1301,242.32632,0.00013013184,0.20679943
8709,1,1301,241.77177,4.9449503e-05,0.20679943
8710,1,1301,242.13344,0.0,0.20679943
8711,1,1301,242.68373,1.3008714e-05,0.20679943
8712,1,1301,245.4352,5.465001e-05,0.20679943
8713,1,1301,243.25104,0.0,0.20679943
8714,1,1302,241.53207,4.4241548e-05,0.20678774
8715,1,1302,242.3249,0.00013013184,0.20678774
8716,1,1302,241.76894,4.9449503e-05,0.20678774
8717,1,1302,242.13202,0.0,0.20678774
8718,1,1302,242.68373,1.3008714e-05,0.20678774
8719,1,1302,245.4352,5.465001e-05,0.20678774
8720,1,1302,243.24962,0.0,0.20678774
8721,1,1303,241.53207,4.4241548e-05,0.20678774
8722,1,1303,242.3249,0.00013013184,0.20678774
8723,1,1303,241.76894,4.9449503e-05,0.20678774
8724,1,1303,242.13202,0.0,0.20678774
8725,1,1303,242.68231,1.3008714e-05,0.20678774
8726,1,1303,245.4352,5.465001e-05,0.20678774
8727,1,1303,243.24962,0.0,0.20678774
8728,1,1304,241.53207,4.4241548e-05,0.20677605
8729,1,1304,242.32207,0.00013013184,0.20677605
8730,1,1304,241.76894,4.9449503e-05,0.20677605
8731,1,1304,242.13202,0.0,0.20677605
8732,1,1304,242.67947,1.3008714e-05,0.20677605
8733,1,1304,245.4352,5.465001e-05,0.20677605
8734,1,1304,243.24962,0.0,0.20677605
8735,1,1305,241.53067,4.4241548e-05,0.20677605
8736,1,1305,242.32207,0.00013013184,0.20677605
8737,1,1305,241.76894,4.9449503e-05,0.20677605
8738,1,1305,242.12918,0.0,0.20677605
8739,1,1305,242.67947,1.3008714e-05,0.20677605
8740,1,1305,245.43237,5.465001e-05,0.20677605
8741,1,1305,243.2482,0.0,0.20677605
8742,1,1306,241.53067,4.4241548e-05,0.20675267
8743,1,1306,242.32065,0.00013013184,0.20675267
8744,1,1306,241.76752,4.9449503e-05,0.20675267
8745,1,1306,242.12918,0.0,0.20675267
8746,1,1306,242.67805,1.5616417e-05,0.20675267
8747,1,1306,245.43237,5.465001e-05,0.20675267
8748,1,1306,243.2482,0.0,0.20675267
8749,1,1307,241.52925,4.4241548e-05,0.20675267
8750,1,1307,242.32065,0.00013013184,0.20675267
8751,1,1307,241.76752,4.9449503e-05,0.20675267
8752,1,1307,242.12776,0.0,0.20675267
8753,1,1307,242.67805,1.5616417e-05,0.20675267
8754,1,1307,245.43237,5.465001e-05,0.20675267
8755,1,1307,243.2482,0.0,0.20675267
8756,1,1308,241.52925,4.4241548e-05,0.20674099
8757,1,1308,242.31923,0.00013013184,0.20674099
8758,1,1308,241.76752,4.9449503e-05,0.20674099
8759,1,1308,242.12776,0.0,0.20674099
8760,1,1308,242.67664,1.5616417e-05,0.20674099
8761,1,1308,245.43237,5.465001e-05,0.20674099
8762,1,1308,243.24538,0.0,0.20674099
8763,1,1309,241.52925,4.4241548e-05,0.20674099
8764,1,1309,242.31923,0.00013013184,0.20674099
8765,1,1309,241.7661,4.9449503e-05,0.20674099
8766,1,1309,242.12776,0.0,0.20674099
8767,1,1309,242.6738,1.5616417e-05,0.20674099
8768,1,1309,245.43237,5.465001e-05,0.20674099
8769,1,1309,243.24538,0.0,0.20674099
8770,1,1310,241.52641,4.4241548e-05,0.2067293
8771,1,1310,242.31639,0.00013013184,0.2067293
8772,1,1310,241.7661,4.9449503e-05,0.2067293
8773,1,1310,242.12634,0.0,0.2067293
8774,1,1310,242.6738,1.5616417e-05,0.2067293
8775,1,1310,245.43237,5.465001e-05,0.2067293
8776,1,1310,243.24538,0.0,0.2067293
8777,1,1311,241.52641,4.4241548e-05,0.2067293
8778,1,1311,242.31497,0.00013013184,0.2067293
8779,1,1311,241.7661,4.9449503e-05,0.2067293
8780,1,1311,242.12634,0.0,0.2067293
8781,1,1311,242.67238,1.5616417e-05,0.2067293
8782,1,1311,245.43237,5.465001e-05,0.2067293
8783,1,1311,243.24538,0.0,0.2067293
8784,1,1312,241.525,4.4241548e-05,0.20670591
8785,1,1312,242.31497,0.00013013184,0.20670591
8786,1,1312,241.7661,4.9449503e-05,0.20670591
8787,1,1312,242.12634,0.0,0.20670591
8788,1,1312,242.67096,1.5616417e-05,0.20670591
8789,1,1312,245.43237,5.465001e-05,0.20670591
8790,1,1312,243.24396,0.0,0.20670591
8791,1,1313,241.525,4.4241548e-05,0.20670591
8792,1,1313,242.31213,0.00013013184,0.20670591
8793,1,1313,241.76326,4.9449503e-05,0.20670591
8794,1,1313,242.1235,0.0,0.20670591
8795,1,1313,242.67096,1.5616417e-05,0.20670591
8796,1,1313,245.43237,5.465001e-05,0.20670591
8797,1,1313,243.24396,0.0,0.20670591
8798,1,1314,241.525,4.4241548e-05,0.20669423
8799,1,1314,242.31213,0.00013013184,0.20669423
8800,1,1314,241.76326,4.9449503e-05,0.20669423
8801,1,1314,242.1235,0.0,0.20669423
8802,1,1314,242.66812,1.5616417e-05,0.20669423
8803,1,1314,245.43237,5.465001e-05,0.20669423
8804,1,1314,243.24396,0.0,0.20669423
8805,1,1315,241.52216,4.4241548e-05,0.20669423
8806,1,1315,242.31071,0.00013013184,0.20669423
8807,1,1315,241.76326,4.9449503e-05,0.20669423
8808,1,1315,242.12209,0.0,0.20669423
8809,1,1315,242.66812,1.5616417e-05,0.20669423
8810,1,1315,245.43094,5.465001e-05,0.20669423
8811,1,1315,243.24254,0.0,0.20669423
8812,1,1316,241.52216,4.4241548e-05,0.20668253
8813,1,1316,242.31071,0.00013013184,0.20668253
8814,1,1316,241.76184,4.9449503e-05,0.20668253
8815,1,1316,242.12209,0.0,0.20668253
8816,1,1316,242.66672,1.5616417e-05,0.20668253
8817,1,1316,245.43094,5.465001e-05,0.20668253
8818,1,1316,243.24254,0.0,0.20668253
8819,1,1317,241.52074,4.4241548e-05,0.20668253
8820,1,1317,242.3093,0.00013013184,0.20668253
8821,1,1317,241.76184,4.9449503e-05,0.20668253
8822,1,1317,242.12209,0.0,0.20668253
8823,1,1317,242.66388,1.5616417e-05,0.20668253
8824,1,1317,245.43094,5.465001e-05,0.20668253
8825,1,1317,243.24254,0.0,0.20668253
8826,1,1318,241.52074,4.4241548e-05,0.20667085
8827,1,1318,242.3093,0.00013013184,0.20667085
8828,1,1318,241.76184,4.9449503e-05,0.20667085
8829,1,1318,242.11925,0.0,0.20667085
8830,1,1318,242.66388,1.5616417e-05,0.20667085
8831,1,1318,245.43094,5.465001e-05,0.20667085
8832,1,1318,243.2397,0.0,0.20667085
8833,1,1319,241.52074,4.4241548e-05,0.20667085
8834,1,1319,242.30646,0.00013013184,0.20667085
8835,1,1319,241.759,4.9449503e-05,0.20667085
8836,1,1319,242.11925,0.0,0.20667085
8837,1,1319,242.66246,1.5616417e-05,0.20667085
8838,1,1319,245.43094,5.465001e-05,0.20667085
8839,1,1319,243.2397,0.0,0.20667085
8840,1,1320,241.51932,4.4241548e-05,0.20664747
8841,1,1320,242.30505,0.00013013184,0.20664747
8842,1,1320,241.759,4.9449503e-05,0.20664747
8843,1,1320,242.11783,0.0,0.20664747
8844,1,1320,242.66246,1.5616417e-05,0.20664747
8845,1,1320,245.43094,5.465001e-05,0.20664747
8846,1,1320,243.2397,0.0,0.20664747
8847,1,1321,241.51932,4.68418e-05,0.20664747
8848,1,1321,242.30505,0.00013013184,0.20664747
8849,1,1321,241.759,4.9449503e-05,0.20664747
8850,1,1321,242.11783,0.0,0.20664747
8851,1,1321,242.66104,1.5616417e-05,0.20664747
8852,1,1321,245.43094,5.465001e-05,0.20664747
8853,1,1321,243.23828,0.0,0.20664747
8854,1,1322,241.51648,4.68418e-05,0.20663579
8855,1,1322,242.30363,0.00013013184,0.20663579
8856,1,1322,241.759,4.9449503e-05,0.20663579
8857,1,1322,242.11783,0.0,0.20663579
8858,1,1322,242.6582,1.5616417e-05,0.20663579
8859,1,1322,245.43094,5.465001e-05,0.20663579
8860,1,1322,243.23828,0.0,0.20663579
8861,1,1323,241.51648,4.68418e-05,0.20663579
8862,1,1323,242.30363,0.00013013184,0.20663579
8863,1,1323,241.75758,4.9449503e-05,0.20663579
8864,1,1323,242.11641,0.0,0.20663579
8865,1,1323,242.6582,1.5616417e-05,0.20663579
8866,1,1323,245.43094,5.465001e-05,0.20663579
8867,1,1323,243.23828,0.0,0.20663579
8868,1,1324,241.51648,4.68418e-05,0.20662409
8869,1,1324,242.3008,0.00013013184,0.20662409
8870,1,1324,241.75758,4.9449503e-05,0.20662409
8871,1,1324,242.11641,0.0,0.20662409
8872,1,1324,242.65678,1.5616417e-05,0.20662409
8873,1,1324,245.43094,5.465001e-05,0.20662409
8874,1,1324,243.23544,0.0,0.20662409
8875,1,1325,241.51506,4.68418e-05,0.20662409
8876,1,1325,242.3008,0.00013013184,0.20662409
8877,1,1325,241.75758,4.9449503e-05,0.20662409
8878,1,1325,242.11641,0.0,0.20662409
8879,1,1325,242.65536,1.5616417e-05,0.20662409
8880,1,1325,245.42812,5.465001e-05,0.20662409
8881,1,1325,243.23544,0.0,0.20662409
8882,1,1326,241.51506,4.68418e-05,0.20660071
8883,1,1326,242.29938,0.00013013184,0.20660071
8884,1,1326,241.75616,4.9449503e-05,0.20660071
8885,1,1326,242.11359,0.0,0.20660071
8886,1,1326,242.65536,1.5616417e-05,0.20660071
8887,1,1326,245.42812,5.465001e-05,0.20660071
8888,1,1326,243.23544,0.0,0.20660071
8889,1,1327,241.51364,4.68418e-05,0.20660071
8890,1,1327,242.29654,0.00013013184,0.20660071
8891,1,1327,241.75616,4.9449503e-05,0.20660071
8892,1,1327,242.11359,0.0,0.20660071
8893,1,1327,242.65253,1.5616417e-05,0.20660071
8894,1,1327,245.42812,5.465001e-05,0.20660071
8895,1,1327,243.23402,0.0,0.20660071
8896,1,1328,241.51364,4.68418e-05,0.20658903
8897,1,1328,242.29654,0.00013013184,0.20658903
8898,1,1328,241.75616,4.9449503e-05,0.20658903
8899,1,1328,242.11215,0.0,0.20658903
8900,1,1328,242.65253,1.5616417e-05,0.20658903
8901,1,1328,245.42812,5.465001e-05,0.20658903
8902,1,1328,243.23402,0.0,0.20658903
8903,1,1329,241.51364,4.68418e-05,0.20658903
8904,1,1329,242.29512,0.00013013184,0.20658903
8905,1,1329,241.75616,4.9449503e-05,0.20658903
8906,1,1329,242.11215,0.0,0.20658903
8907,1,1329,242.65111,1.5616417e-05,0.20658903
8908,1,1329,245.42812,5.465001e-05,0.20658903
8909,1,1329,243.23402,0.0,0.20658903
8910,1,1330,241.5108,4.68418e-05,0.20657735
8911,1,1330,242.29512,0.00013013184,0.20657735
8912,1,1330,241.75333,4.9449503e-05,0.20657735
8913,1,1330,242.11215,0.0,0.20657735
8914,1,1330,242.64827,1.5616417e-05,0.20657735
8915,1,1330,245.42812,5.465001e-05,0.20657735
8916,1,1330,243.2326,0.0,0.20657735
8917,1,1331,241.5108,4.68418e-05,0.20657735
8918,1,1331,242.2937,0.00013013184,0.20657735
8919,1,1331,241.75333,4.9449503e-05,0.20657735
8920,1,1331,242.11075,0.0,0.20657735
8921,1,1331,242.64827,1.5616417e-05,0.20657735
8922,1,1331,245.42812,5.465001e-05,0.20657735
8923,1,1331,243.2326,0.0,0.20657735
8924,1,1332,241.50938,4.68418e-05,0.20655397
8925,1,1332,242.2937,0.00013013184,0.20655397
8926,1,1332,241.75333,4.9449503e-05,0.20655397
8927,1,1332,242.11075,0.0,0.20655397
8928,1,1332,242.64685,1.5616417e-05,0.20655397
8929,1,1332,245.42812,5.465001e-05,0.20655397
8930,1,1332,243.2326,0.0,0.20655397
8931,1,1333,241.50938,4.68418e-05,0.20655397
8932,1,1333,242.29086,0.00013013184,0.20655397
8933,1,1333,241.75192,4.9449503e-05,0.20655397
8934,1,1333,242.10791,0.0,0.20655397
8935,1,1333,242.64543,1.5616417e-05,0.20655397
8936,1,1333,245.42812,5.465001e-05,0.20655397
8937,1,1333,243.22977,0.0,0.20655397
8938,1,1334,241.50938,4.68418e-05,0.20654227
8939,1,1334,242.29086,0.00013013184,0.20654227
8940,1,1334,241.75192,4.9449503e-05,0.20654227
8941,1,1334,242.10791,0.0,0.20654227
8942,1,1334,242.64543,1.5616417e-05,0.20654227
8943,1,1334,245.42812,5.465001e-05,0.20654227
8944,1,1334,243.22977,0.0,0.20654227
8945,1,1335,241.50656,4.68418e-05,0.20654227
8946,1,1335,242.28802,0.0001327321,0.20654227
8947,1,1335,241.7505,4.9449503e-05,0.20654227
8948,1,1335,242.10649,0.0,0.20654227
8949,1,1335,242.64117,1.5616417e-05,0.20654227
8950,1,1335,245.4267,5.465001e-05,0.20654227
8951,1,1335,243.22835,0.0,0.20654227
8952,1,1336,241.50513,4.68418e-05,0.20654227
8953,1,1336,242.28519,0.0001327321,0.20654227
8954,1,1336,241.7505,4.9449503e-05,0.20654227
8955,1,1336,242.10365,0.0,0.20654227
8956,1,1336,242.63834,1.5616417e-05,0.20654227
8957,1,1336,245.4267,5.7257712e-05,0.20654227
8958,1,1336,243.22835,0.0,0.20654227
8959,1,1337,241.50372,4.68418e-05,0.20654227
8960,1,1337,242.28377,0.0001327321,0.20654227
8961,1,1337,241.74767,4.9449503e-05,0.20654227
8962,1,1337,242.10365,0.0,0.20654227
8963,1,1337,242.63693,1.5616417e-05,0.20654227
8964,1,1337,245.4267,5.7257712e-05,0.20654227
8965,1,1337,243.22693,0.0,0.20654227
8966,1,1338,241.50089,4.68418e-05,0.20653059
8967,1,1338,242.28093,0.0001327321,0.20653059
8968,1,1338,241.74625,4.9449503e-05,0.20653059
8969,1,1338,242.10223,0.0,0.20653059
8970,1,1338,242.63551,1.5616417e-05,0.20653059
8971,1,1338,245.42528,5.7257712e-05,0.20653059
8972,1,1338,243.22693,0.0,0.20653059
8973,1,1339,241.49947,4.68418e-05,0.20653059
8974,1,1339,242.27951,0.0001327321,0.20653059
8975,1,1339,241.74625,4.9449503e-05,0.20653059
8976,1,1339,242.10081,0.0,0.20653059
8977,1,1339,242.63126,1.821667e-05,0.20653059
8978,1,1339,245.42528,5.7257712e-05,0.20653059
8979,1,1339,243.22409,0.0,0.20653059
8980,1,1340,241.49947,4.68418e-05,0.20653059
8981,1,1340,242.27527,0.0001327321,0.20653059
8982,1,1340,241.74341,4.9449503e-05,0.20653059
8983,1,1340,242.09798,0.0,0.20653059
8984,1,1340,242.62984,1.821667e-05,0.20653059
8985,1,1340,245.42244,5.7257712e-05,0.20653059
8986,1,1340,243.22409,0.0,0.20653059
8987,1,1341,241.49805,4.68418e-05,0.20653059
8988,1,1341,242.27385,0.0001327321,0.20653059
8989,1,1341,241.74199,4.9449503e-05,0.20653059
8990,1,1341,242.09798,0.0,0.20653059
8991,1,1341,242.627,1.821667e-05,0.20653059
8992,1,1341,245.42244,5.7257712e-05,0.20653059
8993,1,1341,243.22267,0.0,0.20653059
8994,1,1342,241.49521,4.68418e-05,0.20653059
8995,1,1342,242.27243,0.0001327321,0.20653059
8996,1,1342,241.74199,4.9449503e-05,0.20653059
8997,1,1342,242.09656,0.0,0.20653059
8998,1,1342,242.62558,1.821667e-05,0.20653059
8999,1,1342,245.42244,5.7257712e-05,0.20653059
9000,1,1342,243.21985,0.0,0.20653059
9001,1,1343,241.49379,4.68418e-05,0.20653059
9002,1,1343,242.26959,0.0001327321,0.20653059
9003,1,1343,241.74057,4.9449503e-05,0.20653059
9004,1,1343,242.09514,0.0,0.20653059
9005,1,1343,242.62274,1.821667e-05,0.20653059
9006,1,1343,245.42102,5.7257712e-05,0.20653059
9007,1,1343,243.21985,0.0,0.20653059
9008,1,1344,241.49095,4.68418e-05,0.2065072
9009,1,1344,242.26534,0.0001327321,0.2065072
9010,1,1344,241.73773,4.9449503e-05,0.2065072
9011,1,1344,242.0923,0.0,0.2065072
9012,1,1344,242.6199,1.821667e-05,0.2065072
9013,1,1344,245.42102,5.7257712e-05,0.2065072
9014,1,1344,243.21841,0.0,0.2065072
9015,1,1345,241.48953,4.68418e-05,0.2065072
9016,1,1345,242.26392,0.0001327321,0.2065072
9017,1,1345,241.73773,4.9449503e-05,0.2065072
9018,1,1345,242.0923,0.0,0.2065072
9019,1,1345,242.61707,1.821667e-05,0.2065072
9020,1,1345,245.42102,5.7257712e-05,0.2065072
9021,1,1345,243.21841,0.0,0.2065072
9022,1,1346,241.48953,4.68418e-05,0.2065072
9023,1,1346,242.2625,0.0001327321,0.2065072
9024,1,1346,241.73631,4.9449503e-05,0.2065072
9025,1,1346,242.09088,0.0,0.2065072
9026,1,1346,242.61565,1.821667e-05,0.2065072
9027,1,1346,245.4196,5.7257712e-05,0.2065072
9028,1,1346,243.21701,0.0,0.2065072
9029,1,1347,241.48811,4.68418e-05,0.2065072
9030,1,1347,242.25966,0.0001327321,0.2065072
9031,1,1347,241.7349,4.9449503e-05,0.2065072
9032,1,1347,242.08804,0.0,0.2065072
9033,1,1347,242.61423,1.821667e-05,0.2065072
9034,1,1347,245.4196,5.7257712e-05,0.2065072
9035,1,1347,243.21701,0.0,0.2065072
9036,1,1348,241.48528,4.68418e-05,0.2065072
9037,1,1348,242.25824,0.0001327321,0.2065072
9038,1,1348,241.7349,4.9449503e-05,0.2065072
9039,1,1348,242.08664,0.0,0.2065072
9040,1,1348,242.60999,1.821667e-05,0.2065072
9041,1,1348,245.4196,5.7257712e-05,0.2065072
9042,1,1348,243.21417,0.0,0.2065072
9043,1,1349,241.48386,4.68418e-05,0.2065072
9044,1,1349,242.25398,0.0001327321,0.2065072
9045,1,1349,241.73206,4.9449503e-05,0.2065072
9046,1,1349,242.08664,0.0,0.2065072
9047,1,1349,242.60715,1.821667e-05,0.2065072
9048,1,1349,245.41676,5.7257712e-05,0.2065072
